,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,Date,Visitor,Visitor_score,Home,Home_score,OTFlag,Box Score,total_actual,spread_actual,Home_win,Visitor_win,Total_win,Spread_win
89,6,NO,NE,46.0,-8.0,8.0,o46.0,u46.0,401772751,-3.5,-3.5,o45.5,-185.0,u46.5,3.5,u45.5,155.0,Mininmal Edge,Home,4.5,0.5,0.0,0.0,10/12/2025,NE,25,NO,19,,Box Score,44,6,False,True,0,1
90,6,PIT,CLE,48.2,-7.5,7.5,o48.2,u48.2,401772748,o38.5,6.5,o38.5,230.0,-4.5,-6.5,u38.5,-280.0,Over,Mininmal Edge,1.0,9.700000000000005,0.0,1.0,10/12/2025,CLE,9,PIT,23,,Box Score,32,14,True,False,0,0
91,6,TB,SF,45.0,-2.1,2.1,o45.0,u45.0,401772749,o46.5,2.5,o47.5,135.0,-2.5,-2.5,u47.5,-155.0,Mininmal Edge,Mininmal Edge,0.3999999999999999,2.5,0.0,0.0,10/12/2025,SF,19,TB,30,,Box Score,49,11,True,False,0,0
92,7,SEA,HOU,47.2,-1.7,1.7,o47.2,u47.2,401772826,,3.0,o41.0,,,-3.0,u41.0,,Over,Mininmal Edge,1.3,6.200000000000003,,,10/20/2025,HOU,19,SEA,27,,Box Score,46,8,True,False,1,0
93,7,DET,TB,46.4,-7.3,7.3,o46.4,u46.4,401772816,,6.0,o53.0,,,-6.0,u53.0,,Under,Mininmal Edge,1.2999999999999998,6.600000000000001,,,10/20/2025,TB,9,DET,24,,Box Score,33,15,True,False,1,0
94,7,SF,ATL,46.7,-7.9,7.9,o46.7,u46.7,401772924,,2.0,o47.0,,,-2.0,u47.0,,Mininmal Edge,Home,5.9,0.2999999999999971,,,10/19/2025,ATL,10,SF,20,,Box Score,30,10,True,False,0,1
95,7,ARI,GB,45.4,4.7,-4.7,o45.4,u45.4,401772863,,-7.0,o44.5,,,7.0,u44.5,,Mininmal Edge,Mininmal Edge,2.3,0.8999999999999986,,,10/19/2025,GB,27,ARI,23,,Box Score,50,4,False,True,0,0
96,7,DAL,WAS,46.3,-6.1,6.1,o46.3,u46.3,401772864,,1.0,o54.0,,,-1.0,u54.0,,Under,Home,5.1,7.700000000000003,,,10/19/2025,WAS,22,DAL,44,,Box Score,66,22,True,False,0,1
97,7,LAC,IND,45.5,-2.9,2.9,o45.5,u45.5,401772756,,2.0,o48.0,,,-2.0,u48.0,,Mininmal Edge,Mininmal Edge,0.8999999999999999,2.5,,,10/19/2025,IND,38,LAC,24,,Box Score,62,14,False,True,0,0
98,7,DEN,NYG,46.1,-12.0,12.0,o46.1,u46.1,401772757,,7.5,o40.5,,,-7.5,u40.5,,Over,Mininmal Edge,4.5,5.600000000000001,,,10/19/2025,NYG,32,DEN,33,,Box Score,65,1,True,False,1,0
99,7,MIN,PHI,47.0,1.1,-1.1,o47.0,u47.0,401772862,,-1.5,o44.0,,,1.5,u44.0,,Mininmal Edge,Mininmal Edge,0.3999999999999999,3.0,,,10/19/2025,PHI,28,MIN,22,,Box Score,50,6,False,True,0,0
100,7,KC,LV,46.9,-13.0,13.0,o46.9,u46.9,401772753,,12.0,o45.5,,,-12.0,u45.5,,Mininmal Edge,Mininmal Edge,1.0,1.3999999999999986,,,10/19/2025,LV,0,KC,31,,Box Score,31,31,True,False,0,0
101,7,TEN,NE,45.4,-1.0,1.0,o45.4,u45.4,401772755,,-7.0,o42.0,,,7.0,u42.0,,Mininmal Edge,Home,6.0,3.3999999999999986,,,10/19/2025,NE,31,TEN,13,,Box Score,44,18,False,True,0,1
102,7,CLE,MIA,39.3,2.1,-2.1,o39.3,u39.3,401772754,,2.5,o35.5,,,-2.5,u35.5,,Mininmal Edge,Mininmal Edge,0.3999999999999999,3.799999999999997,,,10/19/2025,MIA,6,CLE,31,,Box Score,37,25,True,False,0,0
103,7,CHI,NO,45.8,-1.6,1.6,o45.8,u45.8,401772861,,4.0,o45.5,,,-4.0,u45.5,,Mininmal Edge,Mininmal Edge,2.4,0.2999999999999971,,,10/19/2025,NO,14,CHI,26,,Box Score,40,12,True,False,0,0
104,7,JAX,LA,45.0,3.0,-3.0,o45.0,u45.0,401772635,,-3.0,o44.0,,,3.0,u44.0,,Mininmal Edge,Mininmal Edge,0.0,1.0,,,10/19/2025,LA,35,JAX,7,,Box Score,42,28,False,True,0,0
105,7,NYJ,CAR,42.8,-5.5,5.5,o42.8,u42.8,401772860,,-1.0,o41.0,,,1.0,u41.0,,Mininmal Edge,Home,4.5,1.7999999999999972,,,10/19/2025,CAR,13,NYJ,6,,Box Score,19,7,False,True,0,1
106,7,CIN,PIT,51.1,-0.5,0.5,o51.1,u51.1,401772941,,-5.5,o44.5,,,5.5,u44.5,,Over,Home,5.0,6.600000000000001,,,10/16/2025,PIT,31,CIN,33,,Box Score,64,2,True,False,1,0
107,8,PIT,GB,42.4,0.8,-0.8,o42.4,u42.4,401772925,-3.5,-3.5,o44.5,-165.0,u46.5,3.5,u44.5,140.0,Mininmal Edge,Mininmal Edge,2.7,2.1000000000000014,0.0,0.0,10/26/2025,GB,35,PIT,25,,Box Score,60,10,False,True,0,0
108,8,KC,WAS,45.9,-10.2,10.2,o45.9,u45.9,401772817,o48.5,10.5,o47.5,425.0,-9.5,-10.5,u47.5,-650.0,Mininmal Edge,Mininmal Edge,0.3000000000000007,1.6000000000000014,0.0,0.0,10/27/2025,WAS,7,KC,28,,Box Score,35,21,True,False,0,0
109,8,DEN,DAL,42.6,-2.9,2.9,o42.6,u42.6,401772762,o48.5,3.5,o51.5,145.0,-2.5,-3.5,u51.5,-170.0,Under,Mininmal Edge,0.6000000000000001,8.899999999999999,0.0,2.0,10/26/2025,DAL,24,DEN,44,,Box Score,68,20,True,False,0,0
110,8,NO,TB,44.6,2.2,-2.2,o44.6,u44.6,401772869,-5.5,-3.5,o46.5,-215.0,u48.5,3.5,u46.5,180.0,Mininmal Edge,Mininmal Edge,1.2999999999999998,1.8999999999999984,0.0,0.0,10/26/2025,TB,23,NO,3,,Box Score,26,20,False,True,0,0
111,8,HOU,SF,43.3,-0.9,0.9,o43.3,u43.3,401772866,o43.5,1.5,o41.5,105.0,-1.5,-1.5,u41.5,-125.0,Mininmal Edge,Mininmal Edge,0.6,1.7999999999999972,0.0,0.0,10/26/2025,SF,15,HOU,26,,Box Score,41,11,True,False,0,0
112,8,BAL,CHI,46.2,-12.3,12.3,o46.2,u46.2,401772759,o50.5,6.5,o49.5,250.0,-6.5,-6.5,u49.5,-300.0,Mininmal Edge,Home,5.800000000000001,3.299999999999997,0.0,0.0,10/26/2025,CHI,16,BAL,30,,Box Score,46,14,True,False,0,1
113,8,CAR,BUF,44.6,13.8,-13.8,o44.6,u44.6,401772865,-7.5,-7.5,o45.5,-400.0,u47.5,7.5,u45.5,300.0,Mininmal Edge,Away,6.300000000000001,0.8999999999999986,3.0,0.0,10/26/2025,BUF,40,CAR,9,,Box Score,49,31,False,True,0,1
114,8,NE,CLE,49.4,-0.4,0.4,o49.4,u49.4,401772868,o40.5,6.5,o40.5,290.0,-7.5,-6.5,u40.5,-380.0,Over,Away,6.1,8.899999999999999,0.0,1.0,10/26/2025,CLE,13,NE,32,,Box Score,45,19,True,False,1,1
115,8,CIN,NYJ,50.8,-7.4,7.4,o50.8,u50.8,401772758,o46.5,6.5,o44.5,240.0,-4.5,-6.5,u44.5,-290.0,Over,Mininmal Edge,0.9000000000000004,6.299999999999997,0.0,3.0,10/26/2025,NYJ,39,CIN,38,,Box Score,77,1,False,True,1,0
116,8,PHI,NYG,48.3,-15.3,15.3,o48.3,u48.3,401772867,o43.5,7.5,o44.5,320.0,-7.5,-7.5,u44.5,-425.0,Mininmal Edge,Home,7.800000000000001,3.799999999999997,1.0,0.0,10/26/2025,NYG,20,PHI,38,,Box Score,58,18,True,False,0,1
117,8,LAC,MIN,42.8,-0.8,0.8,o42.8,u42.8,401772942,o43.5,3.5,o44.5,155.0,-2.5,-3.5,u44.5,-185.0,Mininmal Edge,Mininmal Edge,2.7,1.7000000000000028,0.0,0.0,10/23/2025,MIN,10,LAC,37,,Box Score,47,27,True,False,0,0
118,8,IND,TEN,46.2,-10.0,10.0,o46.2,u46.2,401772761,o45.5,14.5,o47.5,800.0,-14.5,-14.5,u47.5,-1600.0,Mininmal Edge,Mininmal Edge,4.5,1.2999999999999972,0.0,0.0,10/26/2025,TEN,14,IND,38,,Box Score,52,24,True,False,0,0
119,8,ATL,MIA,44.4,0.2,-0.2,o44.4,u44.4,401772760,o45.5,7.5,o44.5,320.0,-7.5,-7.5,u44.5,-425.0,Mininmal Edge,Away,7.3,0.1000000000000014,2.0,0.0,10/26/2025,MIA,34,ATL,10,,Box Score,44,24,False,True,0,0
120,9,LV,JAX,46.6,-0.4,0.4,o46.6,u46.6,401772873,-3.5,-2.5,o44.5,-155.0,u43.5,2.5,u44.5,135.0,Mininmal Edge,Mininmal Edge,2.1,2.1000000000000014,,,11/02/2025,JAX,30,LV,29,OT,Box Score,59,1,False,True,0,0
121,9,DAL,ARI,46.5,-6.2,6.2,o46.5,u46.5,401772818,o52.5,2.5,o53.5,115.0,-2.5,-2.5,u53.5,-135.0,Under,Mininmal Edge,3.7,7.0,,,11/03/2025,ARI,27,DAL,17,,Box Score,44,10,False,True,1,0
122,9,WAS,SEA,45.0,1.0,-1.0,o45.0,u45.0,401772926,-3.5,-2.5,o47.5,-165.0,u45.5,2.5,u47.5,140.0,Mininmal Edge,Mininmal Edge,1.5,2.5,,,11/02/2025,SEA,38,WAS,14,,Box Score,52,24,False,True,0,0
123,9,BUF,KC,45.9,-4.2,4.2,o45.9,u45.9,401772768,-1.5,-2.5,o52.5,-135.0,u51.5,2.5,u52.5,115.0,Under,Home,1.7000000000000002,6.600000000000001,,,11/02/2025,KC,21,BUF,28,,Box Score,49,7,True,False,1,0
124,9,LA,NO,46.5,-7.5,7.5,o46.5,u46.5,401772874,o44.5,14.5,o43.5,800.0,-13.5,-14.5,u43.5,-1600.0,Mininmal Edge,Away,7.0,3.0,,,11/02/2025,NO,10,LA,34,,Box Score,44,24,True,False,0,1
125,9,HOU,DEN,46.1,-2.2,2.2,o46.1,u46.1,401772870,-1.5,1.5,o40.5,105.0,u38.5,-1.5,u40.5,-125.0,Over,Mininmal Edge,0.7000000000000002,5.600000000000001,,,11/02/2025,DEN,18,HOU,15,,Box Score,33,3,False,True,0,0
126,9,GB,CAR,45.8,-16.5,16.5,o45.8,u45.8,401772872,o42.5,13.5,o44.5,700.0,-11.5,-13.5,u44.5,-1200.0,Mininmal Edge,Mininmal Edge,3.0,1.2999999999999972,,,11/02/2025,CAR,16,GB,13,,Box Score,29,3,False,True,0,0
127,9,NYG,SF,42.3,7.9,-7.9,o42.3,u42.3,401772767,-2.5,-2.5,o48.5,-145.0,u46.5,2.5,u48.5,125.0,Under,Away,5.4,6.200000000000003,,,11/02/2025,SF,34,NYG,24,,Box Score,58,10,False,True,0,1
128,9,NE,ATL,43.8,0.5,-0.5,o43.8,u43.8,401772763,o45.5,5.5,o44.5,190.0,-5.5,-5.5,u44.5,-225.0,Mininmal Edge,Away,5.0,0.7000000000000028,,,11/02/2025,ATL,23,NE,24,,Box Score,47,1,True,False,0,1
129,9,TEN,LAC,45.4,6.3,-6.3,o45.4,u45.4,401772764,-8.5,-9.5,o43.5,-600.0,u43.5,9.5,u43.5,400.0,Mininmal Edge,Mininmal Edge,3.2,1.8999999999999984,,,11/02/2025,LAC,27,TEN,20,,Box Score,47,7,False,True,0,0
130,9,DET,MIN,45.6,-8.7,8.7,o45.6,u45.6,401772871,o47.5,9.5,o48.5,380.0,-8.5,-9.5,u48.5,-550.0,Mininmal Edge,Mininmal Edge,0.8000000000000007,2.8999999999999986,,,11/02/2025,MIN,27,DET,24,,Box Score,51,3,False,True,0,0
131,9,CIN,CHI,48.2,-4.0,4.0,o48.2,u48.2,401772765,-2.5,-2.5,o51.5,-145.0,u51.5,2.5,u51.5,125.0,Mininmal Edge,Home,1.5,3.299999999999997,,,11/02/2025,CHI,47,CIN,42,,Box Score,89,5,False,True,0,1
132,9,MIA,BAL,46.6,4.3,-4.3,o46.6,u46.6,401772943,-7.5,-7.5,o51.5,-500.0,u49.5,7.5,u51.5,360.0,Mininmal Edge,Mininmal Edge,3.2,4.899999999999999,,,10/30/2025,BAL,28,MIA,6,,Box Score,34,22,False,True,0,0
133,9,PIT,IND,42.9,-2.9,2.9,o42.9,u42.9,401772766,-2.5,-3.5,o50.5,-170.0,u48.5,3.5,u50.5,145.0,Under,Home,0.6000000000000001,7.600000000000001,,,11/02/2025,IND,20,PIT,27,,Box Score,47,7,True,False,1,0
134,10,DEN,LV,45.1,-9.4,9.4,o45.1,u45.1,401772944,o42.5,9.5,o42.5,380.0,-10.5,-9.5,u42.5,-550.0,Mininmal Edge,Mininmal Edge,0.0999999999999996,2.6000000000000014,,,11/06/2025,LV,7,DEN,10,,Box Score,17,3,True,False,0,0
135,10,IND,ATL,45.3,-5.2,5.2,o45.3,u45.3,401772636,o48.5,6.5,o48.5,250.0,-6.5,-6.5,u48.5,-300.0,Mininmal Edge,Mininmal Edge,1.2999999999999998,3.200000000000003,,,11/09/2025,ATL,25,IND,31,OT,Box Score,56,6,True,False,0,0
136,10,CHI,NYG,46.7,-7.7,7.7,o46.7,u46.7,401772875,o48.5,3.5,o47.5,155.0,-3.5,-3.5,u47.5,-185.0,Mininmal Edge,Mininmal Edge,4.2,0.7999999999999972,,,11/09/2025,NYG,20,CHI,24,,Box Score,44,4,True,False,0,0
137,10,MIA,BUF,45.9,4.9,-4.9,o45.9,u45.9,401772771,-9.5,-9.5,o50.5,-600.0,u48.5,9.5,u50.5,400.0,Mininmal Edge,Mininmal Edge,4.6,4.600000000000001,,,11/09/2025,BUF,13,MIA,30,,Box Score,43,17,True,False,0,0
138,10,MIN,BAL,47.7,4.2,-4.2,o47.7,u47.7,401772876,-4.5,-4.5,o48.5,-240.0,u45.5,4.5,u48.5,200.0,Mininmal Edge,Mininmal Edge,0.2999999999999998,0.7999999999999972,,,11/09/2025,BAL,27,MIN,19,,Box Score,46,8,False,True,0,0
139,10,NYJ,CLE,47.0,-1.7,1.7,o47.0,u47.0,401772769,o37.5,-2.5,o37.5,-135.0,-1.5,2.5,u37.5,115.0,Over,Mininmal Edge,0.8,9.5,,,11/09/2025,CLE,20,NYJ,27,,Box Score,47,7,True,False,1,0
140,10,TB,NE,49.3,-11.1,11.1,o49.3,u49.3,401772772,o48.5,2.5,o48.5,125.0,-2.5,-2.5,u48.5,-145.0,Mininmal Edge,Home,8.6,0.7999999999999972,,,11/09/2025,NE,28,TB,23,,Box Score,51,5,False,True,0,0
141,10,HOU,JAX,44.8,-6.7,6.7,o44.8,u44.8,401772770,o39.5,1.5,o37.5,105.0,-1.5,-1.5,u37.5,-125.0,Over,Home,5.2,7.299999999999997,,,11/09/2025,JAX,29,HOU,36,,Box Score,65,7,True,False,1,1
142,10,SEA,ARI,45.7,-6.0,6.0,o45.7,u45.7,401772773,o44.5,6.5,o45.5,250.0,-6.5,-6.5,u45.5,-300.0,Mininmal Edge,Mininmal Edge,0.5,0.2000000000000028,,,11/09/2025,ARI,22,SEA,44,,Box Score,66,22,True,False,0,0
143,10,SF,LA,47.7,-2.0,2.0,o47.7,u47.7,401772879,-3.5,-3.5,o49.5,-200.0,u48.5,3.5,u49.5,170.0,Mininmal Edge,Home,1.5,1.7999999999999972,,,11/09/2025,LA,42,SF,26,,Box Score,68,16,False,True,0,1
144,10,WAS,DET,44.7,7.9,-7.9,o44.7,u44.7,401772878,-3.5,-8.5,o48.5,-425.0,u51.5,8.5,u48.5,320.0,Mininmal Edge,Mininmal Edge,0.5999999999999996,3.799999999999997,,,11/09/2025,DET,44,WAS,22,,Box Score,66,22,False,True,0,0
145,10,LAC,PIT,48.4,-2.5,2.5,o48.4,u48.4,401772927,o45.5,3.5,o44.5,135.0,-3.5,-3.5,u44.5,-155.0,Mininmal Edge,Mininmal Edge,1.0,3.8999999999999986,,,11/09/2025,PIT,10,LAC,25,,Box Score,35,15,True,False,0,0
146,10,GB,PHI,43.7,-0.7,0.7,o43.7,u43.7,401772630,o45.5,2.5,o45.5,115.0,-2.5,-2.5,u45.5,-135.0,Mininmal Edge,Mininmal Edge,1.8,1.7999999999999972,,,11/10/2025,PHI,10,GB,7,,Box Score,17,3,False,True,0,0
147,10,CAR,NO,47.4,4.1,-4.1,o47.4,u47.4,401772877,o40.5,5.5,o40.5,200.0,-5.5,-5.5,u40.5,-240.0,Over,Away,1.4000000000000004,6.899999999999999,,,11/09/2025,NO,17,CAR,7,,Box Score,24,10,False,True,0,0
148,11,MIA,WAS,46.5,-6.0,6.0,o46.5,u46.5,401772631,,2.5,o47.0,,,-2.5,u47.0,,Mininmal Edge,Mininmal Edge,3.5,0.5,,,11/16/2025,WAS,13,MIA,16,OT,Box Score,29,3,True,False,0,0
149,11,ATL,CAR,46.1,-7.8,7.8,o46.1,u46.1,401772882,,4.0,o42.0,,,-4.0,u42.0,,Mininmal Edge,Mininmal Edge,3.8,4.100000000000001,,,11/16/2025,CAR,30,ATL,27,OT,Box Score,57,3,False,True,0,0
150,11,BUF,TB,46.0,-6.9,6.9,o46.0,u46.0,401772776,,6.0,o46.5,,,-6.0,u46.5,,Mininmal Edge,Mininmal Edge,0.9000000000000004,0.5,,,11/16/2025,TB,32,BUF,44,,Box Score,76,12,True,False,0,0
151,11,TEN,HOU,45.9,7.8,-7.8,o45.9,u45.9,401772881,,-6.0,o37.0,,,6.0,u37.0,,Over,Mininmal Edge,1.7999999999999998,8.899999999999999,,,11/16/2025,HOU,16,TEN,13,,Box Score,29,3,False,True,0,0
152,11,MIN,CHI,48.6,-5.0,5.0,o48.6,u48.6,401772880,,3.0,o48.0,,,-3.0,u48.0,,Mininmal Edge,Mininmal Edge,2.0,0.6000000000000014,,,11/16/2025,CHI,19,MIN,17,,Box Score,36,2,False,True,0,0
153,11,JAX,LAC,46.8,1.0,-1.0,o46.8,u46.8,401772775,,-3.0,o44.0,,,3.0,u44.0,,Mininmal Edge,Mininmal Edge,2.0,2.799999999999997,,,11/16/2025,LAC,6,JAX,35,,Box Score,41,29,True,False,0,0
154,11,PIT,CIN,40.1,-5.0,5.0,o40.1,u40.1,401772774,,5.5,o49.0,,,-5.5,u49.0,,Under,Mininmal Edge,0.5,8.899999999999999,,,11/16/2025,CIN,12,PIT,34,,Box Score,46,22,True,False,1,0
155,11,LA,SEA,45.2,-3.8,3.8,o45.2,u45.2,401772884,,3.0,o48.5,,,-3.0,u48.5,,Mininmal Edge,Mininmal Edge,0.7999999999999998,3.299999999999997,,,11/16/2025,SEA,19,LA,21,,Box Score,40,2,True,False,0,0
156,11,ARI,SF,45.6,3.9,-3.9,o45.6,u45.6,401772885,,-3.5,o48.5,,,3.5,u48.5,,Mininmal Edge,Mininmal Edge,0.3999999999999999,2.8999999999999986,,,11/16/2025,SF,41,ARI,22,,Box Score,63,19,False,True,0,0
157,11,CLE,BAL,41.4,10.1,-10.1,o41.4,u41.4,401772777,,-9.0,o38.5,,,9.0,u38.5,,Mininmal Edge,Mininmal Edge,1.0999999999999996,2.8999999999999986,,,11/16/2025,BAL,23,CLE,16,,Box Score,39,7,False,True,0,0
158,11,DEN,KC,42.7,0.3,-0.3,o42.7,u42.7,401772778,,-4.0,o45.0,,,4.0,u45.0,,Mininmal Edge,Mininmal Edge,3.7,2.299999999999997,,,11/16/2025,KC,19,DEN,22,,Box Score,41,3,True,False,0,0
159,11,NYG,GB,44.3,9.2,-9.2,o44.3,u44.3,401772883,,-7.0,o42.0,,,7.0,u42.0,,Mininmal Edge,Mininmal Edge,2.1999999999999993,2.299999999999997,,,11/16/2025,GB,27,NYG,20,,Box Score,47,7,False,True,0,0
160,11,NE,NYJ,46.1,-2.9,2.9,o46.1,u46.1,401772945,,13.0,o43.0,,,-13.0,u43.0,,Mininmal Edge,Away,10.1,3.1000000000000014,,,11/13/2025,NYJ,14,NE,27,,Box Score,41,13,True,False,0,1
161,11,LV,DAL,44.1,4.6,-4.6,o44.1,u44.1,401772819,,-3.5,o50.0,,,3.5,u50.0,,Under,Mininmal Edge,1.0999999999999996,5.899999999999999,,,11/17/2025,DAL,33,LV,16,,Box Score,49,17,False,True,1,0
162,11,PHI,DET,46.6,-0.1,0.1,o46.6,u46.6,401772928,,3.0,o46.5,,,-3.0,u46.5,,Mininmal Edge,Mininmal Edge,2.9,0.1000000000000014,,,11/16/2025,DET,9,PHI,16,,Box Score,25,7,True,False,0,0
163,12,HOU,BUF,44.9,3.5,-3.5,o44.9,u44.9,401772946,,-6.0,o43.5,,,6.0,u43.5,,Mininmal Edge,Mininmal Edge,2.5,1.3999999999999986,,,11/20/2025,BUF,19,HOU,23,,Box Score,42,4,True,False,0,0
164,12,CIN,NE,51.5,-4.9,4.9,o51.5,u51.5,401772781,,-7.5,o50.0,,,7.5,u50.0,,Mininmal Edge,Home,2.5999999999999996,1.5,,,11/23/2025,NE,26,CIN,20,,Box Score,46,6,False,True,0,0
165,12,DET,NYG,48.9,-17.0,17.0,o48.9,u48.9,401772888,,13.0,o50.5,,,-13.0,u50.5,,Mininmal Edge,Mininmal Edge,4.0,1.6000000000000014,,,11/23/2025,NYG,27,DET,34,OT,Box Score,61,7,True,False,0,0
166,12,GB,MIN,42.5,-6.3,6.3,o42.5,u42.5,401772887,,6.5,o41.5,,,-6.5,u41.5,,Mininmal Edge,Mininmal Edge,0.2000000000000001,1.0,,,11/23/2025,MIN,6,GB,23,,Box Score,29,17,True,False,0,0
167,12,TEN,SEA,46.2,8.2,-8.2,o46.2,u46.2,401772886,,-12.0,o40.5,,,12.0,u40.5,,Over,Mininmal Edge,3.8000000000000007,5.700000000000003,,,11/23/2025,SEA,30,TEN,24,,Box Score,54,6,False,True,1,0
168,12,KC,IND,45.7,-8.1,8.1,o45.7,u45.7,401772779,,3.0,o49.5,,,-3.0,u49.5,,Mininmal Edge,Home,5.1,3.799999999999997,,,11/23/2025,IND,20,KC,23,OT,Box Score,43,3,True,False,0,1
169,12,BAL,NYJ,48.8,-15.3,15.3,o48.8,u48.8,401772782,,14.0,o44.0,,,-14.0,u44.0,,Mininmal Edge,Mininmal Edge,1.3000000000000007,4.799999999999997,,,11/23/2025,NYJ,10,BAL,23,,Box Score,33,13,True,False,0,0
170,12,LV,CLE,49.3,-0.4,0.4,o49.3,u49.3,401772784,,4.0,o36.0,,,-4.0,u36.0,,Over,Mininmal Edge,3.6,13.299999999999995,,,11/23/2025,CLE,24,LV,10,,Box Score,34,14,False,True,0,0
171,12,ARI,JAX,46.5,-1.2,1.2,o46.5,u46.5,401772783,,-2.5,o47.5,,,2.5,u47.5,,Mininmal Edge,Mininmal Edge,1.3,1.0,,,11/23/2025,JAX,27,ARI,24,OT,Box Score,51,3,False,True,0,0
172,12,DAL,PHI,44.9,1.7,-1.7,o44.9,u44.9,401772890,,-3.0,o47.5,,,3.0,u47.5,,Mininmal Edge,Mininmal Edge,1.3,2.6000000000000014,,,11/23/2025,PHI,21,DAL,24,,Box Score,45,3,True,False,0,0
173,12,NO,ATL,43.4,-2.3,2.3,o43.4,u43.4,401772889,,2.0,o40.0,,,-2.0,u40.0,,Mininmal Edge,Mininmal Edge,0.2999999999999998,3.3999999999999986,,,11/23/2025,ATL,24,NO,10,,Box Score,34,14,False,True,0,0
174,12,LA,TB,44.7,-3.7,3.7,o44.7,u44.7,401772929,,7.0,o49.5,,,-7.0,u49.5,,Mininmal Edge,Mininmal Edge,3.3,4.799999999999997,,,11/23/2025,TB,7,LA,34,,Box Score,41,27,True,False,0,0
175,12,SF,CAR,46.4,-14.1,14.1,o46.4,u46.4,401772820,,7.5,o50.0,,,-7.5,u50.0,,Mininmal Edge,Home,6.6,3.6000000000000014,,,11/24/2025,CAR,9,SF,20,,Box Score,29,11,True,False,0,1
176,12,CHI,PIT,47.7,0.4,-0.4,o47.7,u47.7,401772780,,2.5,o46.5,,,-2.5,u46.5,,Mininmal Edge,Mininmal Edge,2.1,1.2000000000000028,,,11/23/2025,PIT,28,CHI,31,,Box Score,59,3,True,False,0,0
177,13,DET,GB,47.9,-5.8,5.8,o47.9,u47.9,401772891,,3.0,o48.5,,,-3.0,u48.5,,Mininmal Edge,Mininmal Edge,2.8,0.6000000000000014,,,11/27/2025,GB,31,DET,24,,Box Score,55,7,False,True,0,0
178,13,DAL,KC,46.0,2.2,-2.2,o46.0,u46.0,401772694,,-3.0,o52.5,,,3.0,u52.5,,Under,Mininmal Edge,0.7999999999999998,6.5,,,11/27/2025,KC,28,DAL,31,,Box Score,59,3,True,False,0,0
179,13,BAL,CIN,43.3,-11.4,11.4,o43.3,u43.3,401772930,,7.5,o51.5,,,-7.5,u51.5,,Under,Mininmal Edge,3.9000000000000004,8.200000000000003,,,11/27/2025,CIN,32,BAL,14,,Box Score,46,18,False,True,1,0
180,13,PHI,CHI,49.4,-9.4,9.4,o49.4,u49.4,401772621,,7.0,o44.0,,,-7.0,u44.0,,Over,Mininmal Edge,2.4000000000000004,5.399999999999999,,,11/28/2025,CHI,24,PHI,15,,Box Score,39,9,False,True,0,0
181,13,CLE,SF,40.7,5.4,-5.4,o40.7,u40.7,401772785,,-5.0,o35.5,,,5.0,u35.5,,Over,Mininmal Edge,0.40000000000000036,5.200000000000003,,,11/30/2025,SF,26,CLE,8,,Box Score,34,18,False,True,0,0
182,13,TEN,JAX,45.8,4.1,-4.1,o45.8,u45.8,401772786,,-6.0,o41.5,,,6.0,u41.5,,Mininmal Edge,Mininmal Edge,1.9000000000000004,4.299999999999997,,,11/30/2025,JAX,25,TEN,3,,Box Score,28,22,False,True,0,0
183,13,IND,HOU,46.9,-0.9,0.9,o46.9,u46.9,401772787,,3.0,o45.0,,,-3.0,u45.0,,Mininmal Edge,Mininmal Edge,2.1,1.8999999999999986,,,11/30/2025,HOU,20,IND,16,,Box Score,36,4,False,True,0,0
184,13,MIA,NO,47.9,-5.8,5.8,o47.9,u47.9,401772892,,5.0,o41.5,,,-5.0,u41.5,,Over,Mininmal Edge,0.7999999999999998,6.399999999999999,,,11/30/2025,NO,17,MIA,21,,Box Score,38,4,True,False,0,0
185,13,NYJ,ATL,42.3,-0.6,0.6,o42.3,u42.3,401772893,,-3.0,o39.0,,,3.0,u39.0,,Mininmal Edge,Mininmal Edge,2.4,3.299999999999997,,,11/30/2025,ATL,24,NYJ,27,,Box Score,51,3,True,False,0,0
186,13,TB,ARI,45.5,-8.4,8.4,o45.5,u45.5,401772895,,3.5,o44.5,,,-3.5,u44.5,,Mininmal Edge,Mininmal Edge,4.9,1.0,,,11/30/2025,ARI,17,TB,20,,Box Score,37,3,True,False,0,0
187,13,CAR,LA,45.5,9.7,-9.7,o45.5,u45.5,401772894,,-10.0,o45.0,,,10.0,u45.0,,Mininmal Edge,Mininmal Edge,0.3000000000000007,0.5,,,11/30/2025,LA,28,CAR,31,,Box Score,59,3,True,False,0,0
188,13,SEA,MIN,44.8,-3.0,3.0,o44.8,u44.8,401772896,,12.0,o41.5,,,-12.0,u41.5,,Mininmal Edge,Away,9.0,3.299999999999997,,,11/30/2025,MIN,0,SEA,26,,Box Score,26,26,True,False,0,1
189,13,PIT,BUF,42.1,3.8,-3.8,o42.1,u42.1,401772789,,-3.0,o46.0,,,3.0,u46.0,,Mininmal Edge,Mininmal Edge,0.7999999999999998,3.8999999999999986,,,11/30/2025,BUF,26,PIT,7,,Box Score,33,19,False,True,0,0
190,13,LAC,LV,44.2,-9.0,9.0,o44.2,u44.2,401772788,,9.5,o40.5,,,-9.5,u40.5,,Mininmal Edge,Mininmal Edge,0.5,3.700000000000003,,,11/30/2025,LV,14,LAC,31,,Box Score,45,17,True,False,0,0
